"year","accession_name","accession","row","column","num_peds","num_no_fruit","num_berries","num_aborted_flower","num_aborted_berries","total_berry_weight","upright_length","secondary_growth","dry_wt_leaves","berry_length","berry_width","berry_weight","num_seeds","calyx_diam","calyx_lobe_form","calyx_lobe_size","berry_skin","rebud","chimera_LvW","chimera_eccentricity","chimera_solidity","chimera_tortuosity","chimera_umccLogX","chimera_umccLogY"
2012,"CNJ04_2_31","R3C31","3","31",3.77777777777778,0.222222222222222,2.11111111111111,1,0.444444444444444,5.9608,4.35,3.1,0.0895,24.82,17.81,3.173,19.3,3.12,0.8,1.1,2,0.5,1.50312919226483,0.746595007508111,0.990366675551156,91,462.329169433484,440.841606836125
2012,"CNJ04_2_32","R3C32","3","32",4.3,0.5,2.2,1.2,0.4,5.0852,2.76,2.4,0.0885,20.74,17.86,2.6746,20.5,2.38,0.9,2,1.6,0,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_2_33","R3C33","3","33",2.7,0.7,1.5,0.5,0,3.0155,2.85,2.03333333333333,0.1312,21.34,16.13,2.264,13.5,2.97,1,1,1.9,0.7,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_2_34","R3C34","3","34",3.66666666666667,0.666666666666667,2.22222222222222,0.444444444444444,0.333333333333333,6.25055555555556,5.13333333333333,2.13333333333333,0.110111111111111,24.0666666666667,18.7111111111111,3.07844444444444,22.2222222222222,2.94444444444444,1.66666666666667,1.11111111111111,2.22222222222222,0.888888888888889,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_2_35","R3C35","3","35",4.11111111111111,0.555555555555556,2.11111111111111,1.11111111111111,0.333333333333333,5.94936363636364,2.6,1.1,0.0675454545454545,24.9363636363636,18.2363636363636,3.15318181818182,19.7272727272727,2.97272727272727,0.363636363636364,1.63636363636364,1.27272727272727,0.636363636363636,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_2_36","R3C36","3","36",4.9,1.1,2,1.4,0.4,4.921,2.26666666666667,1.46666666666667,0.0581,22.4,18.04,2.8135,23,2.79,0.9,1.8,2.1,0.1,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_2_4","R3C4","3","4",3.7,0.4,2.6,0.5,0.2,6.6364,3.86,2.56,0.1011,20.44,18.02,2.7685,17.1,3.1,1.2,1.4,1.7,0.6,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206
2012,"CNJ04_2_5","R3C5","3","5",3.66666666666667,1.22222222222222,2,0.111111111111111,0.333333333333333,4.4131,3.74,2.26666666666667,0.095,22.33,16.76,2.6617,17.5,2.66,1.2,1.1,2.1,0.7,1.47620380462521,0.735602680992942,0.98998209728412,103,455.397697627884,438.069018113885
2012,"CNJ04_2_6","R3C6","3","6",4.7,0.5,2.4,0.9,0.9,6.6198,3.15,NA,0.0623,22.47,17.83,2.9808,17.2,3.27,0.9,1.4,2.4,0.5,1.48134361297093,0.737760249743566,0.990350877192982,93.2048327646991,454.011403266764,436.682723752766
2012,"CNJ04_2_7","R3C7","3","7",2.9,0.7,1.6,0.3,0.3,3.5862,3.307,1.8375,0.077,21.03,17.81,2.4839,15.8,3.12,1.3,1,2,0.5,1.42012770643902,0.710039325713677,0.989629799077357,104.5,449.852520183405,440.841606836125
2012,"CNJ04_2_8","R3C8","3","8",5,1.4,2,0.2,1.4,4.9958,13.4457142857143,16.9,0.1113,22.47,17.43,2.7261,16.8,3.14,0.5,1.5,1.6,0.3,1.51728367637216,0.752079379223809,0.990111812580817,94.2048327646991,463.022316614043,438.069018113885
2012,"CNJ04_2_9","R3C9","3","9",4.1,0.4,1.7,1.6,0.4,4.262,2.25,1.6,0.0774,24.52,16.52,2.6233,16,2.44,1.7,0.7,1.4,0.7,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_21_1","R4C1","4","1",2.7,0.3,1.5,0.7,0.2,3.9308,3.42,2.425,0.0892,20.61,17.53,2.6797,15.1428571428571,2.81,0.5,1.6,1.7,0.1,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_21_10","R4C10","4","10",4.5,0.9,2.3,0.7,0.6,6.9161,3.62,1.4,0.073,22.85,17.63,3.1608,23.5,3.25,1,1.6,2.3,0.8,1.51526786425682,0.751310117128507,0.989630589760207,90.4096655293983,460.942875072364,437.375870933325
2012,"CNJ04_21_11","R4C11","4","11",4.1,0.4,2.7,0.4,0.6,6.1265,2.91,3.13333333333333,0.0831,23.46,17.79,2.7527,20.9,2.98,1.6,1.2,2.4,0.5,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_21_12","R4C12","4","12",3,0.7,2,0.3,0,5.5666,3.26,1.63333333333333,0.103,25.75,17.76,3.0554,18.8,2.5875,1.5,1.125,2,0.3,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086
2012,"CNJ04_21_13","R4C13","4","13",2.66666666666667,0.222222222222222,2.11111111111111,0.333333333333333,0,5.7096,3.5707,1.85,0.0811,21.37,18.74,2.87988888888889,21.6666666666667,2.85,0.666666666666667,1.2,2.3,0.5,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_21_14","R4C14","4","14",4,1.375,1.375,0.875,0.375,4.2003,4.47,2.46666666666667,0.0886,24.42,17.74,3.1456,18.7,2.83,1.2,1.5,2,0.3,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_21_15","R4C15","4","15",3.6,0.2,2.3,0.8,0.3,4.9658,3.09,3.94,0.0905,21.98,17.34,2.4954,17.5,2.85,1.1,1.2,2.5,0.3,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_21_16","R4C16","4","16",3.5,0.3,1.8,0.8,0.6,4.4625,3.9,2.46,0.0937,23.78,17.65,2.8789,17.9,2.96,1.4,1.3,1.6,0.5,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_21_17","R4C17","4","17",3.3,0.1,2,0.9,0.3,3.345,2.55,1.76666666666667,0.0686,19.32,15.69,1.9187,11.7,2.31,1.4,1.5,1.6,0.6,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086
2012,"CNJ04_21_18","R4C18","4","18",2.7,0.2,1.8,0.2,0.5,5.3703,3.73,3.95,0.0958,22.91,18.15,3.0459,22.7,2.84,1.6,1.9,1.5,0.1,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_21_19","R4C19","4","19",3.8,0.9,1.4,1.3,0.2,3.6179,3.8,2.075,0.0984,21.72,17.37,2.5406,19.4,2.86,1.9,0.7,1.4,0.8,1.41492584075289,0.707462561993523,0.989597570235383,97.5,440.841606836125,435.989576572206
2012,"CNJ04_21_2","R4C2","4","2",3.6,1,1.8,0.8,0,3.2099,4.58,3.675,0.3408,19.77,17,2.2145,14.4444444444444,2.9,1.11111111111111,1,2.1,0.5,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_21_20","R4C20","4","20",5.6,1.1,3.2,0.7,0.6,7.0539,4.47,2.8625,0.1276,20.55,17.67,2.7337,16.2,3.39,1.9,1.5,1.7,0.1,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_21_21","R4C21","4","21",4.66666666666667,0.777777777777778,2.55555555555556,0.888888888888889,0.444444444444444,5.29355555555556,2.81111111111111,1.52,0.0862222222222222,20.9666666666667,16.7666666666667,2.50433333333333,21.6666666666667,2.95555555555556,1.22222222222222,1.11111111111111,2.22222222222222,0.666666666666667,1.41972751872084,0.709842426955729,0.989610586584765,99.5,440.841606836125,435.989576572206
2012,"CNJ04_21_22","R4C22","4","22",3.4,1.1,1.9,0.2,0.2,5.1232,3.91,1.725,0.1039,22.28,17.31,2.9307,12.1,3.06,1.7,1.2,2.4,0.7,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325
2012,"CNJ04_21_23","R4C23","4","23",5.6,1.6,2.7,0.6,0.7,5.5761,3.6875,2.525,0.1242,22.28,17.16,2.5001,15.6,2.26,2,0.8,1.7,0.4,1.47298278604016,0.734235777380915,0.990329703799589,96.5,451.931961725084,435.989576572206
2012,"CNJ04_21_24","R4C24","4","24",2.9,0.4,2,0.3,0.2,4.988,3.41,1.7,0.089,21.97,18.26,2.9509,14,2.37,1.7,1.6,1.8,0.2,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_21_25","R4C25","4","25",4.2,0.7,2.2,0.9,0.4,6.2467,4.51,2.35,0.1016,23.2,19.12,3.3746,24.1,2.91,1,1,2.4,0.8,1.48134361297093,0.737760249743566,0.990350877192982,93.2048327646991,454.011403266764,436.682723752766
2012,"CNJ04_21_26","R4C26","4","26",3.7,0.5,2,0.7,0.5,4.7054,3.9,NA,0.087,20.95,17.75,2.7583,21.4,2.85,1.6,1.5,2.4,0.8,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206
2012,"CNJ04_21_27","R4C27","4","27",2.625,0.375,1.75,0.5,0,4.2036,3.62,NA,0.0694,21.56,17.54,2.7169,17.6,3.01,1.3,1.2,2.4,0.6,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086
2012,"CNJ04_21_28","R4C28","4","28",4,0.7,1.8,0.8,0.7,4.3596,3.04,NA,0.0908,20.45,17.87,2.5806,21.3,2.53,1.2,2,1.5,0.8,1.28963281438837,0.63145255870265,0.99127873618177,112,435.296429391646,442.921048377805
2012,"CNJ04_21_29","R4C29","4","29",3.6,0.8,1.9,0.9,0,3.9186,3.69,1.62857142857143,0.0765,19.39,18.33,2.4359,6.2,2.91,1.4,1.7,2.4,0.5,1.37822208911398,0.68814576687732,0.989759013210492,99.5,435.296429391646,435.989576572206
2012,"CNJ04_21_3","R4C3","4","3",3.8,1.1,2,0.3,0.4,6.0174,3.03,1.68571428571429,0.08,26.38,18.96,3.5569,23.8,3,1.6,1.1,1.8,0.6,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_21_30","R4C30","4","30",4.88888888888889,0.666666666666667,3,0.444444444444444,0.777777777777778,6.82244444444444,4.37777777777778,2.85,0.114444444444444,21.4777777777778,18.3666666666667,2.74022222222222,20,2.95555555555556,1.33333333333333,1.22222222222222,2.55555555555556,0.222222222222222,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_21_31","R4C31","4","31",2.44444444444444,0.333333333333333,1.77777777777778,0.333333333333333,0,4.8079,3.76,3.08,0.0968,23.69,18.81,3.1505,24.6,2.91,1.1,1.9,2.7,0.2,1.41780579902569,0.708893820996909,0.989604279697993,103,440.841606836125,435.989576572206
2012,"CNJ04_21_32","R4C32","4","32",3,0.222222222222222,2,0.444444444444444,0.333333333333333,5.3088,3.66,2.1,0.1087,20.8,18.63,2.8556,15.1,2.55,1.1,2,2.4,0.5,1.41492584075289,0.707462561993523,0.989597570235383,97.5,440.841606836125,435.989576572206
2012,"CNJ04_21_33","R4C33","4","33",3.4,0.8,2.1,0.3,0.2,3.8628,2.61,1.55833333333333,0.0806,19.93,16.57,2.1446,13.9,2.36,2,1,1.1,0.8,1.48134361297093,0.737760249743566,0.990350877192982,93.2048327646991,454.011403266764,436.682723752766
2012,"CNJ04_21_34","R4C34","4","34",4.33333333333333,1.33333333333333,2.11111111111111,0.555555555555556,0.333333333333333,4.0856,2.23333333333333,0.8,0.0533,23.68,17.6,2.4494,18.2,2.8,0.5,1,2.6,0.7,1.45850790191825,0.727948122422741,0.989693466190005,97.5,453.318256086204,440.841606836125
2012,"CNJ04_21_35","R4C35","4","35",4.2,1.5,1.5,1.1,0.1,3.346,4.06,1.4,0.0661,21.76,19.81,2.4001,19.7,3,1.2,1.9,2.2,0.2,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2012,"CNJ04_21_36","R4C36","4","36",3.7,0.6,2,0.8,0.3,4.2611,3.84,1.85,0.0895,21.69,16.15,2.4192,16.1,2.9,1.6,1.1,2.5,1,1.45850790191825,0.727948122422741,0.989693466190005,97.5,453.318256086204,440.841606836125
2012,"CNJ04_21_4","R4C4","4","4",4.5,0.6,1.7,1.7,0.5,4.1349,2.91,2.55714285714286,0.0796,19.84,17.05,2.4663,17.7777777777778,2.99,1.6,1.4,1.4,0.4,1.32964372604727,0.659070500101197,0.989847328244275,100.5,434.603282211086,440.148459655565
2012,"CNJ04_21_5","R4C5","4","5",3.1,0.6,1.4,0.3,0.8,2.7404,3.34,3.13333333333333,0.0986,20.8,15.21,2.1454,9.55555555555556,2.93,1.1,1.5,1.7,0.3,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325
2012,"CNJ04_21_6","R4C6","4","6",4.6,0.7,2.3,1.1,0.5,4.6136,2.92,2.36666666666667,0.0574,20.55,17.18,2.5612,18.5,2.92,1.8,1.2,1.7,0.6,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086
2012,"CNJ04_21_7","R4C7","4","7",4.6,1.9,2,0.4,0.3,5.8612,3.5,3.18,0.099,22.37,17.74,3.0481,17,3.37,1.6,1.4,1.4,0.4,1.41780579902569,0.708893820996909,0.989604279697993,103,440.841606836125,435.989576572206
2012,"CNJ04_21_8","R4C8","4","8",3.77777777777778,0.888888888888889,1.55555555555556,0.333333333333333,1,5.1748,3.43,1.675,0.1112,27.5,17.93,3.6505,22,3.24,1.4,1.7,1.1,0.6,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206
2012,"CNJ04_21_9","R4C9","4","9",1.5,0.2,1.2,0.1,0,2.2409,4.64,2.08,0.0972,20.1666666666667,16.0222222222222,2.0843,9.55555555555556,3.12,0.8,1.9,2.4,0.5,1.5643919081068,0.76901892440477,0.99058769513315,93.2048327646991,487.975615114202,455.397697627884
2012,"Mullica_Queen","R6C29","6","29",3.6,0,2.1,0.8,0.7,4.8449,2.85,1.075,0.071,23.51,16.93,2.761,17.1,3.14,1.5,1.3,1.9,0.8,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086
2012,"Stevens","R6C28","6","28",4.11111111111111,0.444444444444444,2.22222222222222,0.333333333333333,1.11111111111111,5.9512,3.05,1.55,0.0763,21.15,17.4,2.7429,16.9,2.73,0.9,1.5,2,0.9,1.41780579902569,0.708893820996909,0.989604279697993,103,440.841606836125,435.989576572206
2014,"CNJ04_2_1","R3C1","3","1",5.55555555555556,1.11111111111111,2,0.888888888888889,1.55555555555556,3.591,2.62,1.7,NA,18.35,16.52,2.008,17.1,2.85,1.8,1.66666666666667,1.4,0.1,1.3984077976179,0.69902320295497,0.990167308205343,100,437.375870933325,433.216987849966
2014,"CNJ04_2_10","R3C10","3","10",6.22222222222222,0.666666666666667,2.66666666666667,0.666666666666667,2.22222222222222,5.3964,2.83,NA,NA,18.19,17.04,2.2085,14.1,2.98,1.2,1.2,1.3,0,1.38619826168848,0.692521195247388,0.989571836346337,101,437.375870933325,436.682723752766
2014,"CNJ04_2_11","R3C11","3","11",5.1,1.3,1.9,0.9,1,4.3659,2.74,NA,NA,21.18,17.53,2.4728,19.4,2.63,1.5,1.9,1.7,0.2,1.46720013569511,0.731752663271278,0.990711719287516,86.5,449.852520183405,435.989576572206
2014,"CNJ04_2_12","R3C12","3","12",4.6,0.2,2.5,0.6,1.3,5.462,4.96,NA,NA,19.62,17.78,2.577,20.5,3.01,1,1.7,1,0.1,1.18139321235797,0.532455139485658,0.990719791387046,116.5,436.682723752766,454.011403266764
2014,"CNJ04_2_13","R3C13","3","13",4.3,2,2,0.2,0.1,3.7467,2.25,NA,NA,19.76,15.85,1.9943,19.4,2.95,0.4,1.6,1.6,0,1.49815262191294,0.744619894480314,0.989215760993827,89.4096655293983,459.556580711244,440.148459655565
2014,"CNJ04_2_14","R3C14","3","14",5.6,0.7,1.7,0.7,2.5,2.9918,2.62,NA,NA,19.31,15.47,1.9018,17.4,3.04,0.7,1.2,1.1,0,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206
2014,"CNJ04_2_15","R3C15","3","15",5.3,0.5,1.9,1.1,1.8,4.714,5.05,NA,NA,20,18.25,2.73,19.9,2.89,1.6,1.8,1.6,0.5,1.20887267934936,0.561882619059755,0.991110770527606,123,436.682723752766,450.545667363964
2014,"CNJ04_2_16","R3C16","3","16",5.4,0.8,2.4,0.5,1.7,5.171,3.66,1.5,NA,21.54,17.47,2.6333,22.1,2.78,1.3,1.3,1.6,0.1,1.43402480568385,0.716742425127632,0.989180128009753,107.5,453.318256086204,439.455312475005
2014,"CNJ04_2_17","R3C17","3","17",4.5,0.8,2.9,0.5,0.3,5.252,3.93,2.35,NA,18.5,17.14,2.195,14.4,2.97,2,0.3,1.1,0,1.12311668918315,0.455219141436142,0.990695002871913,122.409665529398,424.206074502687,453.318256086204
2014,"CNJ04_2_18","R3C18","3","18",3.66666666666667,0.333333333333333,2.88888888888889,0.111111111111111,0.333333333333333,5.617,3.4,1.1,NA,20.01,17.11,2.298,19.9,2.66,1.2,1.33333333333333,1.6,0.4,1.42012770643902,0.710039325713677,0.989629799077357,104.5,449.852520183405,440.841606836125
2014,"CNJ04_2_19","R3C19","3","19",4.33333333333333,0.111111111111111,2.11111111111111,0.333333333333333,1.77777777777778,4.1651,2.8,NA,NA,19.59,16.73,2.3588,14.7,3.14,1.5,1.375,1.7,0.6,1.40530772782255,0.702597064575,0.989661223866931,99,440.841606836125,434.603282211086
2014,"CNJ04_2_2","R3C2","3","2",4.55555555555556,1.88888888888889,2.11111111111111,0.222222222222222,0.333333333333333,4.4572,2.91,NA,NA,19.69,16.56,2.1141,14.9,2.81,1,1.5,1.6,0.7,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325
2014,"CNJ04_2_20","R3C20","3","20",4.3,0.2,2.3,0.4,1.4,4.1351,2.91,NA,NA,19.08,15.96,2.0386,22.5,3.07,1.8,1,1.7,0.2,1.48134361297093,0.737760249743566,0.990350877192982,93.2048327646991,454.011403266764,436.682723752766
2014,"CNJ04_2_21","R3C21","3","21",4.8,0.3,2.7,0.8,1,5.795,3.05,NA,NA,20.79,17.21,2.506,23.4,2.67,0.8,1.8,1.3,0.5,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325
2014,"CNJ04_2_22","R3C22","3","22",2.9,1,1.5,0.1,0.3,3.863,3.96,NA,NA,21.89,17.34,2.688,25.2,3.08,0.6,1.8,1.3,0.4,1.3054580291983,0.642823091549352,0.990868459582338,118.204832764699,460.249727891804,454.011403266764
2014,"CNJ04_2_23","R3C23","3","23",4.3,0,3.1,0.2,1,6.4843,3.64,1.95,NA,20.41,17.49,2.5356,15.8,2.99,1.5,1.1,1.7,0.8,1.3388020486639,0.664895476653669,0.990827441238295,100.5,438.069018113885,440.148459655565
2014,"CNJ04_2_24","R3C24","3","24",4.36363636363636,0.818181818181818,2.18181818181818,0.454545454545455,0.909090909090909,4.77090909090909,2.86363636363636,NA,NA,19.2181818181818,17.9909090909091,2.45909090909091,19.5454545454545,3.09090909090909,0.545454545454545,1.63636363636364,1.27272727272727,0.0909090909090909,1.11816714637344,0.447426558935287,0.990731520490234,122.5,426.285516044366,454.011403266764
2014,"CNJ04_2_25","R3C25","3","25",4.6,0.9,3.1,0.1,0.5,7.6599,4.17,NA,NA,22.53,17.81,2.7711,20.8,2.7,1.1,1,1.5,0.2,1.51410822745402,0.750865832063099,0.991073131652234,98,469.953788419643,445.693637100045
2014,"CNJ04_2_26","R3C26","3","26",5.5,0.4,2.3,0.5,2.3,4.592,3.58,1,NA,21.12,16.58,2.348,16.9,2.94,0.6,0.7,1.2,0.5,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565
2014,"CNJ04_2_27","R3C27","3","27",5.3,0.3,2.3,1.4,1.3,5.1895,2.43,1.2,NA,18.64,18.01,2.4356,24.3,2.83,2,0.9,1.6,0,1.03081102234105,0.242665902303273,0.989289934062583,124.704832764699,404.104806266448,453.318256086204
2014,"CNJ04_2_28","R3C28","3","28",4.5,0.5,2.4,0.7,0.9,4.6675,2.64,NA,NA,19.36,16.83,2.1291,24.1,2.81,0.9,0.6,1.6,0.6,1.38839407711479,0.69370773925572,0.99033059430537,116,449.159373002845,440.841606836125
2014,"CNJ04_2_29","R3C29","3","29",4.7,0.3,2.2,0.3,1.9,4.584,3.14,NA,NA,21.59,16.36,2.372,18.9,3.11,1.7,1.77777777777778,1.2,0.5,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565
2014,"CNJ04_2_3","R3C3","3","3",4,0.2,2,0.3,1.5,4.2149,2.98,NA,NA,19.2,16.42,2.154,18,3.28,0.9,0.4,1,0,1.45850790191825,0.727948122422741,0.989693466190005,97.5,453.318256086204,440.841606836125
2014,"CNJ04_2_30","R3C30","3","30",4.6,0.7,2.3,0.3,1.3,4.277,3.11111111111111,NA,NA,20.61,16.16,2.166,14.5,3,1.2,1.6,1.2,0.6,1.47806542701179,0.73638747702764,0.989025644933887,90.1144982940974,460.249727891804,440.148459655565
2014,"CNJ04_2_31","R3C31","3","31",4.44444444444444,0,2.77777777777778,0.222222222222222,1.44444444444444,5.4359,3.24,0.8,NA,21.08,16.3,2.2825,11.6,2.66,0.8,0.9,1.2,0.4,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565
2014,"CNJ04_2_32","R3C32","3","32",5.33333333333333,0.555555555555556,1.77777777777778,1.66666666666667,1.33333333333333,4.156,2.4,NA,NA,19.38,17.18,2.36,21.4,3.14,0.4,2,1.1,0.4,1.13185289313357,0.468417878844458,0.990344827586207,124.909665529398,428.364957586046,453.318256086204
2014,"CNJ04_2_33","R3C33","3","33",4.7,0.9,2.2,0.2,1.4,4.467,2.99,NA,NA,20.65,16.19,2.319,14.8,3.21,0.7,1.5,1.3,0.6,1.46574411169894,0.73112145838907,0.990158010072662,118,485.896173572522,458.170286350124
2014,"CNJ04_2_34","R3C34","3","34",3.7,0.4,2.3,0.1,0.9,5.053,3.3,NA,NA,20.7,17.35,2.592,19.2,3.06,1.3,1.7,1.1,0.6,1.29045786589897,0.632060856673574,0.990494077963893,111,447.079931461165,446.386784280605
2014,"CNJ04_2_35","R3C35","3","35",4.4,0.4,2.2,1.1,0.7,4.807,3.49,2.5,NA,20.81,16.52,2.428,13.9,3.09,0,2,1.1,0.6,1.49474016985014,0.743251066346965,0.989569005043558,97.6144982940974,474.805818683563,449.159373002845
2014,"CNJ04_2_36","R3C36","3","36",4.3,0.5,2.2,0.6,1,4.508,2.6,NA,NA,19.75,16.29,2.314,18.7,3.22,0.6,2,1.3,0.2,1.29718909958221,0.63695906231654,0.990626200537841,117,454.704550447324,452.625108905644
2014,"CNJ04_2_4","R3C4","3","4",5.2,0.6,2.4,0.7,1.5,4.8065,2.03,1.2,NA,18.29,16.37,2.1706,22,3.22,0.6,0.8,1.7,0.2,1.38619826168848,0.692521195247388,0.989571836346337,101,437.375870933325,436.682723752766
2014,"CNJ04_2_5","R3C5","3","5",4.5,1.125,2.25,0.125,1,4.1391,3.03333333333333,0.9,NA,20.33,16.12,2.212,18.5,2.79,1.7,0.4,1.6,0.3,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325
2014,"CNJ04_2_6","R3C6","3","6",5.625,0.125,3.5,1,1,7.11755555555556,3.38888888888889,NA,NA,19.8777777777778,17.7888888888889,2.587,23,2.95555555555556,1.22222222222222,1.77777777777778,1.33333333333333,0.333333333333333,1.37311890072089,0.685291316169313,0.989527001294844,101,431.830693488846,433.910135030526
2014,"CNJ04_2_7","R3C7","3","7",4.2,0.2,2.5,0,1.5,4.552,3.07,1.3,NA,18.17,17.32,2.158,18.4,2.85,1.9,1,1.4,0.4,1.16554899478365,0.513708494164841,0.991297013380363,116.409665529398,427.671810405486,449.159373002845
2014,"CNJ04_2_8","R3C8","3","8",5.66666666666667,0.222222222222222,2.55555555555556,1.33333333333333,1.55555555555556,5.171,2.84,NA,NA,20.26,17.12,2.259,18.7,2.73,1.7,1.4,1.4,0.4,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325
2014,"CNJ04_2_9","R3C9","3","9",5,0.9,2.5,0.6,1,5.295,3.11,NA,NA,23.18,16.53,2.453,26.9,2.66,1.8,0.444444444444444,1.9,0.7,1.51526786425682,0.751310117128507,0.989630589760207,90.4096655293983,460.942875072364,437.375870933325
2014,"CNJ04_21_1","R4C1","4","1",4,0.666666666666667,1.88888888888889,0.111111111111111,1.33333333333333,4.8026,4.28,NA,NA,21.46,18.72,3.1304,28.1,3.34,1.2,1.8,1.2,0.4,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206
2014,"CNJ04_21_10","R4C10","4","10",4.66666666666667,0.222222222222222,2.55555555555556,0.555555555555556,1.33333333333333,6.5894,3.54,NA,NA,23.16,18.59,3.0611,24.2,3.3,0.9,1,1.1,0.2,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2014,"CNJ04_21_11","R4C11","4","11",4.875,0.375,2.25,1,1.25,5.0153,3.3,NA,NA,19.97,16.47,2.2144,19,3.01,1.6,0.7,1.4,0.2,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966
2014,"CNJ04_21_12","R4C12","4","12",3.6,0.4,2.1,0.5,0.6,4.7587,2.2,NA,NA,22,16.79,2.4732,25.8,2.99,1.2,1.1,1.8,0.2,1.48134361297093,0.737760249743566,0.990350877192982,93.2048327646991,454.011403266764,436.682723752766
2014,"CNJ04_21_13","R4C13","4","13",4.7,0.8,2.5,0.6,0.8,4.6305,2.72,NA,NA,18.95,16.3,2.1289,19.1,2.76,0.7,1.3,1.3,0.5,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086
2014,"CNJ04_21_14","R4C14","4","14",4.33333333333333,0.111111111111111,2.55555555555556,0.111111111111111,1.55555555555556,5.1576,2.93,NA,NA,21.83,15.92,2.4044,21.4,2.91,1.3,1.5,1.7,0,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325
2014,"CNJ04_21_15","R4C15","4","15",5.88888888888889,0.333333333333333,2.88888888888889,1.11111111111111,1.55555555555556,5.996,3.5,0.8,NA,20.31,17.41,2.49,26.1,2.83,1.4,1.3,1.1,0.4,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206
2014,"CNJ04_21_16","R4C16","4","16",5,0.1,2.5,1.2,1.2,4.706,3.2,1.8,NA,19.98,16.12,2.156,18.9,2.76,1.8,1.1,1.2,0.3,1.49815262191294,0.744619894480314,0.989215760993827,89.4096655293983,459.556580711244,440.148459655565
2014,"CNJ04_21_17","R4C17","4","17",4,0.4,2.4,0.6,0.6,3.828,3.1,0.55,NA,19.2,15.46,1.895,11,2.88,1.5,1,1.6,0.3,1.51526786425682,0.751310117128507,0.989630589760207,90.4096655293983,460.942875072364,437.375870933325
